	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
130526	130527	0.510087239059172	3	+	Vancomycin	1
131333	131334	0.6358991008035276	37	+	Vancomycin	1
132078	132079	1.1952325702443412	83	+	Vancomycin	1
133840	133841	8.827424721028528	443	+	Vancomycin	1
136811	136812	2.9281197996929382	22	+	Vancomycin	1
138061	138062	2.4234097436483553	24	+	Vancomycin	1
140262	140263	0.5482709652919685	35	+	Vancomycin	1
140882	140883	6.483689610425099	263	+	Vancomycin	1
141896	141897	0.6228546468018216	44	+	Vancomycin	1
143001	143002	4.701236608815737	196	+	Vancomycin	1
143693	143694	0.7087112767572871	32	+	Vancomycin	1
144256	144257	0.45161126583754246	4	+	Vancomycin	1
147148	147149	6.947248682001534	1759	+	Vancomycin	1
148487	148488	1.6068356742226535	555	+	Vancomycin	1
150440	150441	1.2693816447614803	42	+	Vancomycin	1
151347	151348	1.2338680412806537	48	+	Vancomycin	1
152432	152433	2.5394847621890575	454	+	Vancomycin	1
153338	153339	3.5978831183549067	618	+	Vancomycin	1
154375	154376	2.8648933409707724	543	+	Vancomycin	1
155035	155036	2.931517471008934	548	+	Vancomycin	1
155852	155853	2.4327304132962486	468	+	Vancomycin	1
156623	156624	1.5855219434540324	24	+	Vancomycin	1
157405	157406	1.2491374926583112	46	+	Vancomycin	1
158783	158784	1.6853918321960748	361	+	Vancomycin	1
159549	159550	1.1042955809642523	25	+	Vancomycin	1
160621	160622	2.5473715851118692	910	+	Vancomycin	1
161734	161735	0.32837983425104367	69	+	Vancomycin	1
163070	163071	7.670268609243882	2590	+	Vancomycin	1
165906	165907	8.201278070638601	5141	+	Vancomycin	1
167373	167374	0.6174942216617147	543	+	Vancomycin	1
168598	168599	8.024860941678332	1990	+	Vancomycin	1
169591	169592	0.21441700199234442	0	+	Vancomycin	1
170386	170387	0.25810493016277913	1	+	Vancomycin	1
172815	172816	8.52179841926457	1510	+	Vancomycin	1
174150	174151	0.2142770191672478	0	+	Vancomycin	1
174987	174988	0.19408618819489434	23	+	Vancomycin	1
176001	176002	8.352810439983129	6580	+	Vancomycin	1
176676	176677	0.17705101091816017	22	+	Vancomycin	1
179817	179818	2.4364157665372383	115	+	Vancomycin	1
181323	181324	3.957577139102083	145	+	Vancomycin	1
182495	182496	0.379094113733088	122	+	Vancomycin	1
183904	183905	8.260625108553418	1328	+	Vancomycin	1
186654	186655	3.2390824766398927	18	+	Vancomycin	1
187471	187472	1.7991343920510758	13	+	Vancomycin	1
188058	188059	1.5285622992373764	12	+	Vancomycin	1
188885	188886	2.3023728077674552	15	+	Vancomycin	1
189473	189474	2.567767669687012	16	+	Vancomycin	1
190799	190800	3.1889298000782285	20	+	Vancomycin	1
192654	192655	3.347695054449298	21	+	Vancomycin	1
193662	193663	4.18435193904961	24	+	Vancomycin	1
196436	196437	4.03063251340245	183	+	Vancomycin	1
198211	198212	0.9901603540400392	24	+	Vancomycin	1
199674	199675	0.859605296606406	242	+	Vancomycin	1
200744	200745	8.21860679999044	1590	+	Vancomycin	1
202645	202646	0.322157437421608	12	+	Vancomycin	1
204108	204109	5.965484060389654	987	+	Vancomycin	1
205124	205125	2.207163577244255	398	+	Vancomycin	1
207151	207152	0.9655630646138883	56	+	Vancomycin	1
208257	208258	1.6788955224070323	20	+	Vancomycin	1
208882	208883	1.3083948621361925	0	+	Vancomycin	1
209698	209699	4.292969190607527	32	+	Vancomycin	1
211448	211449	1.9417358923325383	24	+	Vancomycin	1
212700	212701	4.488986060749995	40	+	Vancomycin	1
213588	213589	2.986477142538735	43	+	Vancomycin	1
215368	215369	2.451797033003248	71	+	Vancomycin	1
216428	216429	2.8364662305869985	124	+	Vancomycin	1
217158	217159	0.7303185460518606	8	+	Vancomycin	1
218325	218326	1.0107828736072533	124	+	Vancomycin	1
219080	219081	6.853507283142122	458	+	Vancomycin	1
219888	219889	3.093448646721744	240	+	Vancomycin	1
221103	221104	1.0670195816470651	12	+	Vancomycin	1
222554	222555	0.21494884246271903	23	+	Vancomycin	1
223881	223882	0.9497918486170159	2217	+	Vancomycin	1
225325	225326	0.16047417649778348	7	+	Vancomycin	1
226222	226223	8.29913247762609	16774	+	Vancomycin	1
227206	227207	0.13934744463728832	0	+	Vancomycin	1
228227	228228	0.1382561765568301	0	+	Vancomycin	1
230457	230458	2.6733996033402945	18	+	Vancomycin	1
232394	232395	1.0397778226174106	0	+	Vancomycin	1
233291	233292	1.7552201220612005	81	+	Vancomycin	1
233985	233986	1.5322219937071297	76	+	Vancomycin	1
235359	235360	8.009484635728015	312	+	Vancomycin	1
236112	236113	1.460670518255669	86	+	Vancomycin	1
237592	237593	0.4153226198889929	37	+	Vancomycin	1
238299	238300	7.519335331796891	219	+	Vancomycin	1
239845	239846	0.3716387739092463	0	+	Vancomycin	1
240955	240956	1.8089972138405772	11	+	Vancomycin	1
242059	242060	2.2309965447708544	14	+	Vancomycin	1
243233	243234	3.5696486302184693	20	+	Vancomycin	1
244013	244014	4.481482978292676	24	+	Vancomycin	1
244779	244780	1.9936559368170597	14	+	Vancomycin	1
245396	245397	1.2382996782066007	13	+	Vancomycin	1
246081	246082	0.9871782587487592	0	+	Vancomycin	1
247964	247965	1.021549961148175	65	+	Vancomycin	1
249122	249123	8.0500628094998	400	+	Vancomycin	1
250559	250560	0.32205059689550236	1	+	Vancomycin	1
252117	252118	6.030421129690161	55	+	Vancomycin	1
253542	253543	2.0156873288713437	23	+	Vancomycin	1
254607	254608	1.8863196563908438	32	+	Vancomycin	1
256364	256365	3.3657976910772396	93	+	Vancomycin	1
257710	257711	7.349746561836979	189	+	Vancomycin	1
259456	259457	0.554125562839566	24	+	Vancomycin	1
260646	260647	2.379736039810804	22	+	Vancomycin	1
261272	261273	3.2254550326933855	28	+	Vancomycin	1
262855	262856	0.49609342284382835	1	+	Vancomycin	1
264721	264722	7.615873710458229	252	+	Vancomycin	1
266188	266189	1.2308267850821244	65	+	Vancomycin	1
266888	266889	0.695598503199911	57	+	Vancomycin	1
267536	267537	1.0273965186098084	55	+	Vancomycin	1
268730	268731	7.788387627769528	270	+	Vancomycin	1
269571	269572	0.9475870237455033	0	+	Vancomycin	1
270284	270285	1.3737274674069715	114	+	Vancomycin	1
270892	270893	1.1339344569384757	4	+	Vancomycin	1
271902	271903	3.4175734691876003	233	+	Vancomycin	1
273426	273427	3.625877981887342	239	+	Vancomycin	1
274297	274298	0.32330019385288516	226	+	Vancomycin	1
274823	274824	0.27764733130333424	204	+	Vancomycin	1
276197	276198	8.218642209454469	2826	+	Vancomycin	1
278973	278974	1.776603151710669	65	+	Vancomycin	1
279734	279735	5.338656928077855	119	+	Vancomycin	1
281068	281069	2.7869293687080976	68	+	Vancomycin	1
282657	282658	1.4397749377657445	23	+	Vancomycin	1
283639	283640	1.6749302939089101	19	+	Vancomycin	1
285809	285810	1.3060788816554076	29	+	Vancomycin	1
286407	286408	2.1451745847971124	40	+	Vancomycin	1
287408	287409	7.206043016179463	107	+	Vancomycin	1
288545	288546	0.768391711990892	0	+	Vancomycin	1
289965	289966	2.0114135980006353	16	+	Vancomycin	1
291074	291075	0.35859102191058634	26	+	Vancomycin	1
292717	292718	8.500252177345274	342	+	Vancomycin	1
294857	294858	0.38426116075570804	1	+	Vancomycin	1
295966	295967	1.1489858192822775	54	+	Vancomycin	1
296722	296723	8.080501047394545	291	+	Vancomycin	1
298235	298236	0.507141745520563	31	+	Vancomycin	1
299518	299519	4.464374899538583	27	+	Vancomycin	1
301909	301910	0.12942262785771808	1	+	Vancomycin	1
302897	302898	8.174030419614798	29956	+	Vancomycin	1
304483	304484	0.1329400101119574	2	+	Vancomycin	1
306201	306202	7.338982459195944	269	+	Vancomycin	1
307018	307019	0.6707043441158387	3	+	Vancomycin	1
308034	308035	1.090858946847412	61	+	Vancomycin	1
308924	308925	2.0583660977580935	36	+	Vancomycin	1
310168	310169	3.0223732549079374	48	+	Vancomycin	1
311000	311001	2.144549239553744	41	+	Vancomycin	1
312592	312593	2.1468996155346525	47	+	Vancomycin	1
314789	314790	1.0180324159908085	3	+	Vancomycin	1
315328	315329	1.725039592120186	280	+	Vancomycin	1
316471	316472	0.5068972339729874	121	+	Vancomycin	1
317435	317436	8.136199311917723	1112	+	Vancomycin	1
320517	320518	1.903031815164217	51	+	Vancomycin	1
321733	321734	0.31539117337060674	3	+	Vancomycin	1
322566	322567	0.7800796538327102	120	+	Vancomycin	1
323652	323653	8.279854329583314	924	+	Vancomycin	1
325008	325009	0.3270145031097479	1	+	Vancomycin	1
325579	325580	0.3136281961899455	0	+	Vancomycin	1
326700	326701	0.26994643764159404	1	+	Vancomycin	1
327661	327662	6.370748153491752	1000	+	Vancomycin	1
328684	328685	0.3272926340163813	7	+	Vancomycin	1
329633	329634	4.1850157341900065	864	+	Vancomycin	1
330934	330935	6.363303841153972	1054	+	Vancomycin	1
331857	331858	0.2756248564548339	2	+	Vancomycin	1
332685	332686	0.23697107599314673	3	+	Vancomycin	1
334581	334582	6.6056983469016375	65	+	Vancomycin	1
335693	335694	1.1688729128788318	0	+	Vancomycin	1
337119	337120	0.9604943879468635	0	+	Vancomycin	1
338269	338270	0.7554160063308167	120	+	Vancomycin	1
340008	340009	8.225392225715801	993	+	Vancomycin	1
341455	341456	0.23198141031228542	0	+	Vancomycin	1
342648	342649	1.0200510197475041	0	+	Vancomycin	1
344453	344454	0.4307259242027903	51	+	Vancomycin	1
345307	345308	8.178314817579428	592	+	Vancomycin	1
346656	346657	0.29056919830086814	1	+	Vancomycin	1
347868	347869	2.3704612779345484	32	+	Vancomycin	1
349058	349059	4.560794867273378	43	+	Vancomycin	1
350098	350099	1.260972716073297	29	+	Vancomycin	1
350639	350640	1.2785696368502768	0	+	Vancomycin	1
352273	352274	1.7222605966247246	86	+	Vancomycin	1
353326	353327	8.093933762206854	338	+	Vancomycin	1
353979	353980	0.41425072772791155	0	+	Vancomycin	1
355657	355658	0.2761320808624739	1	+	Vancomycin	1
356777	356778	0.2700458358828623	0	+	Vancomycin	1
358058	358059	8.028227253924213	481	+	Vancomycin	1
358900	358901	0.2889153511949538	2	+	Vancomycin	1
359579	359580	1.3776704560906534	98	+	Vancomycin	1
360087	360088	1.3773125170771254	98	+	Vancomycin	1
360706	360707	0.7441753346916322	0	+	Vancomycin	1
361453	361454	0.7828461656761452	0	+	Vancomycin	1
362289	362290	0.8101846302417999	1	+	Vancomycin	1
362973	362974	1.9022213309796887	25	+	Vancomycin	1
363712	363713	1.9281838478158828	31	+	Vancomycin	1
365216	365217	0.20174483848875668	0	+	Vancomycin	1
366442	366443	8.266547857497708	1581	+	Vancomycin	1
367627	367628	0.185875524840359	2	+	Vancomycin	1
369410	369411	0.6121941732809045	0	+	Vancomycin	1
370490	370491	7.9249885091625485	180	+	Vancomycin	1
371131	371132	0.6069102479342753	0	+	Vancomycin	1
371682	371683	0.6604407884254274	0	+	Vancomycin	1
373003	373004	0.1497384320217224	2	+	Vancomycin	1
374672	374673	8.219722233054414	5823	+	Vancomycin	1
375429	375430	0.20681109695356592	3	+	Vancomycin	1
376182	376183	0.20680221050933806	2	+	Vancomycin	1
377863	377864	8.19962020189679	3791	+	Vancomycin	1
378674	378675	0.16373515406330108	0	+	Vancomycin	1
380478	380479	1.201839910531101	0	+	Vancomycin	1
381884	381885	4.875554580047223	31	+	Vancomycin	1
383532	383533	1.3385198047631526	15	+	Vancomycin	1
385060	385061	2.641916061727982	30	+	Vancomycin	1
386154	386155	1.2748450281442638	37	+	Vancomycin	1
387910	387911	0.3731905846689606	5	+	Vancomycin	1
388950	388951	3.057018656847201	1032	+	Vancomycin	1
390005	390006	0.3182913303704403	185	+	Vancomycin	1
390562	390563	7.557937178687432	2425	+	Vancomycin	1
394126	394127	3.1552967929327718	83	+	Vancomycin	1
395013	395014	3.8730615682107223	94	+	Vancomycin	1
396236	396237	1.43374092951757	3	+	Vancomycin	1
398362	398363	0.6252261319996231	1	+	Vancomycin	1
399083	399084	1.066774339232852	139	+	Vancomycin	1
399660	399661	4.485247666618784	422	+	Vancomycin	1
400636	400637	5.1140948398752535	518	+	Vancomycin	1
403446	403447	0.15715325989612705	6	+	Vancomycin	1
404843	404844	8.165762771304895	60567	+	Vancomycin	1
405408	405409	0.1562727261658652	3	+	Vancomycin	1
406479	406480	0.15409714480937772	1	+	Vancomycin	1
407528	407529	0.16782875243141854	1	+	Vancomycin	1
408358	408359	0.20188192752735848	1	+	Vancomycin	1
409679	409680	4.305891538552848	7432	+	Vancomycin	1
410526	410527	6.947134786155248	11784	+	Vancomycin	1
413241	413242	0.6223159293519377	2	+	Vancomycin	1
414119	414120	2.106082876424857	33	+	Vancomycin	1
414830	414831	0.36306926238767073	0	+	Vancomycin	1
415343	415344	0.33089183564233077	1	+	Vancomycin	1
416698	416699	8.294225551365932	403	+	Vancomycin	1
417913	417914	0.30126528311742135	1	+	Vancomycin	1
419075	419076	0.2760215685728867	0	+	Vancomycin	1
421808	421809	5.181139731656254	2011	+	Vancomycin	1
422955	422956	6.374229004278358	2423	+	Vancomycin	1
424004	424005	0.5043408649167479	70	+	Vancomycin	1
424988	424989	0.24316370877430446	99	+	Vancomycin	1
426835	426836	8.331870504734507	8067	+	Vancomycin	1
427578	427579	0.21031692649583245	7	+	Vancomycin	1
429426	429427	0.358612876619314	1	+	Vancomycin	1
430380	430381	8.149264651318775	568	+	Vancomycin	1
431135	431136	0.232910680282309	0	+	Vancomycin	1
432405	432406	0.23376827770835465	0	+	Vancomycin	1
432987	432988	3.662282801771304	21	+	Vancomycin	1
433904	433905	1.758758069100059	14	+	Vancomycin	1
435372	435373	3.120441706422288	24	+	Vancomycin	1
436172	436173	2.25378797991299	19	+	Vancomycin	1
437439	437440	4.683974699632034	33	+	Vancomycin	1
438672	438673	2.0853176438685868	16	+	Vancomycin	1
439787	439788	2.8345289025707823	20	+	Vancomycin	1
441463	441464	1.5172240820849934	17	+	Vancomycin	1
442720	442721	8.468652342612794	71	+	Vancomycin	1
443794	443795	0.7938887345177098	12	+	Vancomycin	1
445014	445015	0.7091126875958635	0	+	Vancomycin	1
445979	445980	0.2273332467073565	0	+	Vancomycin	1
446933	446934	0.23029104240279658	0	+	Vancomycin	1
447545	447546	8.372924124203617	468	+	Vancomycin	1
448619	448620	0.22112823292769296	0	+	Vancomycin	1
450943	450944	2.949194660492928	16	+	Vancomycin	1
451941	451942	1.8697556161215223	12	+	Vancomycin	1
452693	452694	0.7550771697734916	17	+	Vancomycin	1
453594	453595	0.6354391183212914	17	+	Vancomycin	1
454661	454662	5.58909307869624	148	+	Vancomycin	1
456366	456367	6.513296356255416	193	+	Vancomycin	1
458112	458113	3.751587475181338	106	+	Vancomycin	1
459094	459095	0.7060173088541938	0	+	Vancomycin	1
460780	460781	4.999861093915772	46	+	Vancomycin	1
461768	461769	2.0640846830941584	24	+	Vancomycin	1
462535	462536	1.1791911599723557	0	+	Vancomycin	1
463119	463120	2.316575304038006	36	+	Vancomycin	1
463887	463888	0.9062331325236206	0	+	Vancomycin	1
464437	464438	1.3296586051718846	27	+	Vancomycin	1
465475	465476	5.412208822188982	84	+	Vancomycin	1
466871	466872	2.909465250452815	52	+	Vancomycin	1
467753	467754	3.744608260834288	65	+	Vancomycin	1
468796	468797	2.3943440464576717	46	+	Vancomycin	1
469866	469867	2.30313479983926	49	+	Vancomycin	1
470944	470945	4.134932757338682	86	+	Vancomycin	1
472662	472663	1.5039633150920093	75	+	Vancomycin	1
473986	473987	7.56347285248448	268	+	Vancomycin	1
476531	476532	7.300897833129385	91	+	Vancomycin	1
477161	477162	1.1452767777084951	0	+	Vancomycin	1
477809	477810	1.0546522212771312	1	+	Vancomycin	1
479016	479017	2.047865293351468	32	+	Vancomycin	1
479787	479788	3.468957921727321	37	+	Vancomycin	1
481613	481614	2.3588035191136596	30	+	Vancomycin	1
482304	482305	1.6453374188973708	0	+	Vancomycin	1
483224	483225	2.438867635139656	38	+	Vancomycin	1
483982	483983	1.4712441852778955	0	+	Vancomycin	1
485242	485243	0.17259626416412244	10	+	Vancomycin	1
485941	485942	0.15978183241405775	12	+	Vancomycin	1
486958	486959	8.198565755856237	1984	+	Vancomycin	1
488004	488005	0.23244507184502275	1	+	Vancomycin	1
490278	490279	8.753972234395249	742	+	Vancomycin	1
491224	491225	0.8281191634446384	95	+	Vancomycin	1
492821	492822	0.34806949490652184	9	+	Vancomycin	1
493614	493615	0.455473791411863	3	+	Vancomycin	1
495155	495156	5.815041868487889	441	+	Vancomycin	1
497283	497284	3.3006251232403288	443	+	Vancomycin	1
499032	499033	6.98344734186749	844	+	Vancomycin	1
500597	500598	0.29355800186726916	3	+	Vancomycin	1
501302	501303	2.467299706376687	289	+	Vancomycin	1
503027	503028	0.5675942632497621	2	+	Vancomycin	1
504152	504153	0.5210010471627694	548	+	Vancomycin	1
505610	505611	8.905335419660634	6831	+	Vancomycin	1
506973	506974	0.4642671244423885	503	+	Vancomycin	1
508324	508325	0.32140097834049786	1	+	Vancomycin	1
509003	509004	0.3093239781186574	0	+	Vancomycin	1
509661	509662	1.3678034796022314	18	+	Vancomycin	1
510343	510344	1.9362602052240137	15	+	Vancomycin	1
511241	511242	1.8513106269795634	17	+	Vancomycin	1
512096	512097	1.6272603444035174	0	+	Vancomycin	1
512604	512605	1.686662876522764	18	+	Vancomycin	1
513520	513521	2.491944327007528	23	+	Vancomycin	1
516557	516558	7.715589416010045	551	+	Vancomycin	1
517325	517326	0.44971288598368914	0	+	Vancomycin	1
518485	518486	2.68218068852761	348	+	Vancomycin	1
520368	520369	0.12537610264144847	2	+	Vancomycin	1
521205	521206	8.159435185390242	708200	+	Vancomycin	1
522554	522555	0.12590816209214772	8	+	Vancomycin	1
524294	524295	4.93638680431394	1424	+	Vancomycin	1
524867	524868	6.70574315934553	1909	+	Vancomycin	1
527538	527539	7.8064567193101375	102	+	Vancomycin	1
531165	531166	0.8518573029803705	19	+	Vancomycin	1
532329	532330	0.28644531906893267	2	+	Vancomycin	1
534077	534078	7.064180192188247	970	+	Vancomycin	1
535433	535434	0.3529934940585595	8	+	Vancomycin	1
536275	536276	3.877573766854468	553	+	Vancomycin	1
536943	536944	0.49221709725370716	3	+	Vancomycin	1
538592	538593	1.156867157995079	132	+	Vancomycin	1
539963	539964	1.5625500263751764	164	+	Vancomycin	1
540694	540695	1.331908637763968	157	+	Vancomycin	1
541392	541393	0.21125624393523929	549	+	Vancomycin	1
542410	542411	0.16704721381392215	6	+	Vancomycin	1
543400	543401	8.155203322348763	11961	+	Vancomycin	1
544175	544176	0.22474132054694518	6	+	Vancomycin	1
546134	546135	8.154756985385509	4969	+	Vancomycin	1
546981	546982	0.29602768237987975	13	+	Vancomycin	1
549743	549744	8.215061613975365	6054	+	Vancomycin	1
551477	551478	0.19157967216203087	6	+	Vancomycin	1
553541	553542	5.707767191909155	239	+	Vancomycin	1
554263	554264	4.341222923394425	191	+	Vancomycin	1
554794	554795	1.9604587818667718	115	+	Vancomycin	1
556425	556426	0.250539314816841	12	+	Vancomycin	1
557307	557308	0.23558844635201753	8	+	Vancomycin	1
558061	558062	8.234713922766893	2361	+	Vancomycin	1
558748	558749	0.2891786835903122	1	+	Vancomycin	1
559658	559659	0.2970694154873337	11	+	Vancomycin	1
562372	562373	7.171942011142402	4921	+	Vancomycin	1
564599	564600	3.9727874857767898	2795	+	Vancomycin	1
565649	565650	0.23689113077033214	8	+	Vancomycin	1
567537	567538	0.27437880399373377	13	+	Vancomycin	1
568466	568467	6.914666131483507	6217	+	Vancomycin	1
569374	569375	4.926055051112195	4524	+	Vancomycin	1
571020	571021	0.2989542401704768	0	+	Vancomycin	1
571878	571879	2.101555764713106	809	+	Vancomycin	1
574564	574565	0.6224219299693097	0	+	Vancomycin	1
575206	575207	0.6273339177660477	18	+	Vancomycin	1
575952	575953	0.6860112234559815	1	+	Vancomycin	1
577337	577338	0.4623194371943656	92	+	Vancomycin	1
578495	578496	7.1638878056894075	1104	+	Vancomycin	1
580128	580129	2.4286416096083614	448	+	Vancomycin	1
581254	581255	3.8357711845827103	391	+	Vancomycin	1
584539	584540	7.659947863226004	1443	+	Vancomycin	1
586002	586003	0.1752827760160509	33	+	Vancomycin	1
586980	586981	0.19106257247337072	17	+	Vancomycin	1
587796	587797	8.298905632670778	10586	+	Vancomycin	1
589029	589030	0.16632921895183608	35	+	Vancomycin	1
589806	589807	1.1569715217570218	1666	+	Vancomycin	1
590637	590638	0.3018152534113425	13	+	Vancomycin	1
591283	591284	0.33968586633089515	3	+	Vancomycin	1
592807	592808	0.8650258755292143	9	+	Vancomycin	1
594584	594585	0.23793868869678256	22	+	Vancomycin	1
595328	595329	0.24249363953044062	32	+	Vancomycin	1
596051	596052	6.386493164111625	7096	+	Vancomycin	1
597062	597063	3.83313842417143	4453	+	Vancomycin	1
598087	598088	2.806773584466716	3354	+	Vancomycin	1
598904	598905	2.03428575369928	1642	+	Vancomycin	1
600166	600167	0.38234396464559556	15	+	Vancomycin	1
600882	600883	0.48748943665026157	220	+	Vancomycin	1
602588	602589	6.411255385365541	526	+	Vancomycin	1
603210	603211	1.133957836662771	46	+	Vancomycin	1
606332	606333	8.24815174853668	10797	+	Vancomycin	1
607294	607295	0.1845645716647556	48	+	Vancomycin	1
608871	608872	0.3007593783487192	58	+	Vancomycin	1
609424	609425	0.22068496928134249	59	+	Vancomycin	1
610143	610144	0.4017730659346288	908	+	Vancomycin	1
611370	611371	8.275957309470225	11895	+	Vancomycin	1
612890	612891	0.27699569659053636	1	+	Vancomycin	1
614189	614190	5.425041350964815	6411	+	Vancomycin	1
